ID,education_level,years_experience,job_title,industry,location,company_size,certifications,age,working_hours,crucial_code,salary
4612,Bachelors,10,Software Engineer,Finance,London,Small,1,39,40,WFF662,68527.94804
4613,Bachelors,6,Data Scientist,Finance,New York,Medium,1,57,59,TGM529,87938.4136
4614,PhD,5,Data Scientist,IT,San Francisco,Medium,,47,59,DJL266,121394.0721
4615,PhD,0,Data Scientist,Education,Bangalore,Large,0,40,34,UTI058,75344.02406
4616,High School,17,Manager,Finance,London,Medium,1,49,37,EHL441,89862.11724
4617,PhD,6,Manager,,London,Small,0,50,46,WXR259,98731.63873
4618,Masters,18,Analyst,Education,New York,Large,4,33,31,FDY264,84808.70269
4619,High School,18,Manager,Healthcare,New York,Small,0,42,46,FBA201,92668.37101
4620,,11,Data Scientist,Healthcare,London,Small,2,49,45,VZD088,95586.11029
4621,PhD,2,Data Scientist,Education,Bangalore,Small,2,28,44,DFY052,83407.45626
4622,High School,1,Manager,IT,London,,3,47,50,,80740.98687
4623,,6,Analyst,Finance,San Francisco,Small,,52,46,OYX768,95408.36502
4624,Masters,14,Software Engineer,Healthcare,San Francisco,Large,3,29,53,UXM441,103971.6589
4625,Bachelors,3,Manager,IT,New York,Medium,4,59,33,SUI691,81038.62842
4626,PhD,5,Manager,IT,London,Large,1,52,53,BIL291,86735.98242
4627,Bachelors,17,Data Scientist,IT,Bangalore,Medium,3,37,43,QGD149,81587.77283
4628,Bachelors,0,Manager,Education,Bangalore,Small,3,29,45,NRK054,67467.99629
4629,Bachelors,7,Software Engineer,IT,London,Small,4,31,55,UTL521,63385.27095
4630,Bachelors,7,,IT,London,Small,2,44,40,KRB807,87282.52377
4631,High School,15,Manager,Finance,New York,Small,1,48,56,DZZ653,88753.51447
4632,,18,Software Engineer,Finance,London,Small,1,33,49,TGD685,77965.27798
4633,High School,19,Software Engineer,,New York,Large,3,32,50,LPX524,92169.7044
4634,PhD,13,Software Engineer,Education,Bangalore,Small,3,43,33,NJX944,99994.54533
4635,Bachelors,17,Manager,Education,San Francisco,Medium,0,34,48,BOK009,105787.7993
4636,High School,17,Software Engineer,,London,Small,2,31,43,CEA014,87817.24707
4637,Bachelors,17,Analyst,Healthcare,Bangalore,Small,3,,51,ZEJ651,77912.0609
4638,Masters,14,,Healthcare,Bangalore,Small,1,45,53,RLT539,76355.27256
4639,High School,3,,Finance,New York,Medium,4,53,38,QGL923,61632.77484
4640,High School,10,Analyst,Education,San Francisco,Medium,1,25,45,QWV322,79511.43971
4641,Bachelors,13,Data Scientist,Healthcare,San Francisco,Medium,2,49,,MDU591,92969.78861
4642,,9,Software Engineer,,Bangalore,Large,2,51,50,KVH260,67428.98517
4643,Masters,13,Data Scientist,Healthcare,San Francisco,,4,53,46,,108335.248
4644,High School,15,Data Scientist,Healthcare,New York,,2,52,50,,85226.34109
4645,High School,15,Software Engineer,Education,San Francisco,Small,1,49,,XHA692,99361.60259
4646,PhD,12,Software Engineer,Finance,San Francisco,Small,4,43,33,MQE218,99651.50946
4647,Masters,1,Software Engineer,IT,Bangalore,Small,1,46,48,FSM854,57042.63336
4648,Bachelors,17,Data Scientist,Finance,San Francisco,Large,3,38,56,YQS181,103019.2289
4649,PhD,8,Software Engineer,Finance,Bangalore,Large,3,42,46,EVL927,78594.47207
4650,PhD,7,Data Scientist,IT,London,,1,56,57,,94365.65994
4651,Masters,8,Analyst,Healthcare,London,,0,,30,,79418.33314
4652,PhD,11,Software Engineer,Healthcare,London,Small,3,23,42,PHR373,94928.83486
4653,PhD,,Software Engineer,Healthcare,San Francisco,Small,2,28,,DOJ815,97897.19568
4654,High School,2,Manager,Education,Bangalore,Large,1,,37,IWS021,60462.21454
4655,Bachelors,8,Software Engineer,Education,London,Medium,1,47,57,MSP771,67375.89959
4656,Bachelors,8,Data Scientist,IT,Bangalore,Small,4,32,39,MLR546,70082.34174
4657,Bachelors,0,Manager,IT,Bangalore,Small,4,,55,SEX840,62203.15993
4658,Masters,8,Data Scientist,Healthcare,San Francisco,Medium,1,36,48,VOY671,98683.56175
4659,Masters,7,Software Engineer,IT,London,Small,2,45,59,YNP033,
4660,Bachelors,1,Software Engineer,IT,New York,Large,0,34,38,DUY520,50565.36969
4661,PhD,3,Data Scientist,Finance,London,Medium,1,45,54,FSI397,93704.07818
4662,Bachelors,19,Data Scientist,Education,Bangalore,Large,2,23,40,CPU942,91123.26169
4663,PhD,6,Software Engineer,Healthcare,London,Medium,,50,32,UPH886,85779.84266
4664,High School,10,Data Scientist,IT,New York,Small,0,23,44,DUI949,79493.74864
4665,,4,Manager,Education,San Francisco,Medium,2,42,46,WLJ909,86652.73006
4666,High School,16,Software Engineer,Healthcare,London,Small,3,47,32,CQR113,80241.19533
4667,Masters,13,Analyst,Finance,New York,Small,4,48,45,MBS737,81878.84512
4668,High School,6,Manager,Education,San Francisco,Small,1,30,56,NPB948,88165.26785
4669,High School,19,Analyst,Healthcare,San Francisco,Small,2,29,30,TRL792,117367.0673
4670,,17,Data Scientist,Finance,New York,Small,4,35,59,VMH070,93872.85912
4671,Masters,17,Software Engineer,Finance,London,Medium,0,,43,DYL296,
4672,,9,Manager,Healthcare,Bangalore,Large,4,24,59,SQQ049,81204.80538
4673,PhD,3,Manager,IT,New York,Large,3,40,42,EFE360,81862.31231
4674,Masters,0,Data Scientist,Education,New York,Small,1,42,33,NWJ208,78857.44484
4675,Masters,1,Analyst,Education,New York,Medium,1,54,46,SQL696,75634.27015
4676,PhD,13,Data Scientist,Education,London,Small,4,49,55,YOZ112,107321.3627
4677,Masters,0,Manager,Education,London,Large,3,46,41,YXL651,88887.18144
4678,Bachelors,10,Data Scientist,Healthcare,Bangalore,Small,3,36,34,XEH849,80007.0787
4679,Masters,5,Software Engineer,Education,Bangalore,Large,4,52,53,LVL840,87452.85607
4680,Bachelors,4,Analyst,IT,Bangalore,Medium,1,53,40,CMH303,63799.77125
4681,Masters,2,Manager,Finance,London,Medium,1,35,39,LRZ341,98275.96017
4682,Bachelors,16,Software Engineer,Healthcare,Bangalore,Large,4,49,52,QGY188,77739.25979
4683,PhD,19,Manager,Finance,San Francisco,Small,1,35,55,VVO987,133176.0196
4684,Bachelors,13,Data Scientist,Education,London,Small,4,43,38,SUM349,107932.8801
4685,PhD,3,Software Engineer,IT,Bangalore,Large,0,39,57,MSJ192,72579.59168
4686,Masters,17,Data Scientist,Education,Bangalore,Small,4,33,58,AHF550,95253.07697
4687,Bachelors,5,Analyst,IT,Bangalore,,4,26,48,,57288.01873
4688,PhD,17,Software Engineer,Education,London,Small,,34,37,QOW602,110657.831
4689,High School,4,Manager,Education,San Francisco,Medium,4,49,50,QHZ943,
4690,PhD,16,,IT,Bangalore,Small,0,50,32,QWM214,95666.06795
4691,High School,17,Data Scientist,Education,San Francisco,Large,4,28,47,BFW802,111267.7344
4692,PhD,18,Analyst,Education,San Francisco,Medium,0,22,36,HCO173,102711.6313
4693,PhD,12,Manager,,New York,Small,4,55,42,SVG416,101436.0948
4694,High School,8,Software Engineer,Healthcare,Bangalore,Medium,2,51,55,XUB416,78798.43235
4695,Masters,17,Analyst,Healthcare,London,Large,1,,,KLT510,97413.56743
4696,Bachelors,8,Data Scientist,Healthcare,Bangalore,Large,1,24,51,LIM488,70395.61541
4697,Bachelors,19,Data Scientist,IT,Bangalore,Small,1,29,44,GBU187,89744.88038
4698,Masters,19,Software Engineer,Healthcare,San Francisco,Small,4,47,47,NOH784,104130.243
4699,PhD,17,Data Scientist,Finance,San Francisco,Large,4,33,38,URN184,136426.3109
4700,Bachelors,8,,Finance,London,Large,1,41,50,WUK270,78434.42582
4701,Bachelors,13,Manager,Healthcare,Bangalore,Small,1,22,51,MQB676,90419.47986
4702,Masters,2,Data Scientist,Healthcare,Bangalore,Medium,2,33,56,FCN307,67920.38858
4703,Bachelors,16,Manager,Healthcare,London,Large,4,34,59,GWP533,
4704,Masters,9,Analyst,Finance,New York,Large,4,42,31,XDW483,77039.54908
4705,Masters,18,Analyst,Finance,London,,1,34,33,,107474.8006
4706,PhD,3,Analyst,Healthcare,New York,Medium,1,22,,ARS695,71205.62102
4707,High School,8,Manager,Education,New York,Medium,0,55,52,XYQ732,67742.2059
4708,High School,12,Manager,Finance,New York,Small,2,25,46,XKK930,87143.97473
4709,PhD,2,,Education,New York,Medium,3,58,42,AII551,95831.1097
4710,Masters,4,Manager,Education,New York,Large,4,31,40,ZTO669,84973.62897
4711,Bachelors,5,Manager,Finance,New York,Small,3,42,38,XQH711,77133.81578
4712,High School,0,Analyst,Education,London,Medium,1,58,54,NHG802,79190.66065
4713,PhD,7,Data Scientist,Finance,New York,Medium,1,56,43,ZLB562,102775.897
4714,Bachelors,9,Analyst,Education,London,Medium,0,53,,NYF128,67895.86101
4715,,6,Data Scientist,Healthcare,London,Small,4,24,42,ZHF542,91430.13147
4716,Masters,16,Manager,Education,San Francisco,Medium,4,,41,KKC893,106167.6664
4717,Bachelors,4,Software Engineer,Education,Bangalore,Large,4,,57,YTI904,55781.27152
4718,PhD,12,Manager,Finance,Bangalore,Small,0,54,48,WHL288,96978.57511
4719,High School,5,Manager,Education,Bangalore,Large,,29,56,UYE895,69315.65335
4720,High School,5,Analyst,Healthcare,San Francisco,Medium,1,33,34,MAP467,84292.65014
4721,Masters,5,Analyst,Finance,San Francisco,Medium,0,46,43,BWB995,94120.28564
4722,High School,3,Data Scientist,IT,San Francisco,Medium,0,49,41,TEJ783,83680.59953
4723,Masters,3,,Healthcare,New York,Medium,3,22,52,GYD195,61595.84782
4724,Bachelors,15,,Finance,San Francisco,Large,4,52,37,EAN295,94415.30665
4725,High School,9,Data Scientist,Finance,London,Medium,0,55,54,FFT868,82985.92599
4726,PhD,8,Software Engineer,IT,New York,Medium,1,31,46,XNQ762,79959.68634
4727,High School,3,Software Engineer,IT,San Francisco,Medium,0,55,52,VGP984,70581.36512
4728,Masters,15,Manager,Healthcare,London,Medium,3,47,54,MCU435,110245.2897
4729,Bachelors,17,Analyst,Education,New York,Small,2,41,55,ZSN443,78805.79636
4730,Masters,9,Manager,IT,New York,Medium,1,22,34,GSF122,80653.32275
4731,Masters,19,Manager,Healthcare,London,Medium,0,42,58,IAT843,103283.7043
4732,Bachelors,8,Software Engineer,Education,London,Medium,3,36,41,TSZ429,76728.50725
4733,Bachelors,18,Analyst,IT,New York,Small,0,30,35,PUP947,75892.83304
4734,Bachelors,3,Manager,Education,New York,Medium,4,52,56,DEC196,77073.4137
4735,Masters,7,Manager,Finance,London,Small,0,34,,EUU217,107250.7446
4736,PhD,2,Analyst,IT,Bangalore,Large,4,25,57,FDN567,66321.41616
4737,High School,8,Data Scientist,Finance,Bangalore,Large,4,41,57,FYL563,91774.69
4738,PhD,13,Analyst,IT,New York,Large,3,51,55,UGW805,87758.3004
4739,Bachelors,17,Manager,Finance,San Francisco,Medium,3,46,39,KQH521,107890.3082
4740,High School,5,Manager,IT,London,Medium,0,55,41,NSP705,78253.39447
4741,High School,0,Software Engineer,,San Francisco,Medium,0,45,52,CMC941,74213.28009
4742,Bachelors,2,Data Scientist,Education,Bangalore,Medium,1,25,37,ATI573,
4743,PhD,2,Software Engineer,Finance,San Francisco,Large,2,59,41,HOQ798,90069.93763
4744,Masters,3,Data Scientist,Finance,London,Large,0,59,34,KII332,87040.07696
4745,High School,16,Manager,Healthcare,London,Medium,0,31,39,OWO998,92387.47472
4746,High School,7,Data Scientist,Finance,London,,4,41,39,,85268.88007
4747,Bachelors,0,Software Engineer,Healthcare,London,,4,28,43,,56412.0987
4748,PhD,15,Data Scientist,Healthcare,London,Large,0,37,55,UEC444,112603.7194
4749,Bachelors,5,Software Engineer,Education,Bangalore,,3,28,42,,63855.72215
4750,Bachelors,6,Manager,Finance,London,Large,1,27,39,MJH308,80784.67674
4751,High School,12,Data Scientist,IT,New York,Large,2,35,34,PSG535,
4752,High School,6,Manager,Finance,San Francisco,Large,0,38,44,XQB778,97629.00814
4753,,18,Software Engineer,Finance,New York,Large,1,41,51,VAN684,88037.17473
4754,High School,10,Data Scientist,IT,London,Small,2,43,52,HIS899,91017.99916
4755,,12,Manager,Finance,New York,Medium,4,37,38,QOJ843,78422.90586
4756,Bachelors,,Software Engineer,Finance,San Francisco,Small,2,49,48,VLT178,72918.041
4757,PhD,4,Manager,Education,San Francisco,Small,0,45,34,JJP920,93370.1636
4758,PhD,3,Data Scientist,IT,London,Small,0,36,55,DFJ507,87821.72393
4759,High School,15,Manager,,London,,2,,,,97018.61324
4760,Masters,12,Analyst,IT,New York,Small,4,38,35,NIV428,83713.1122
4761,Masters,18,Data Scientist,Education,Bangalore,Small,3,56,54,DPN561,104816.9801
4762,Bachelors,0,Manager,Healthcare,London,Large,3,28,54,MLE094,71171.72154
4763,High School,10,Analyst,Finance,Bangalore,Large,0,29,52,URD915,67683.67775
4764,Masters,8,Software Engineer,Healthcare,New York,Small,4,59,33,FMG455,69055.87625
4765,PhD,0,Manager,Education,San Francisco,Small,0,43,31,DQI146,86690.58647
4766,Bachelors,0,,IT,San Francisco,Large,0,37,55,HBZ171,66004.06994
4767,Bachelors,4,Analyst,Healthcare,San Francisco,Large,0,30,58,WAP557,74069.7791
4768,Masters,13,Analyst,Healthcare,New York,Small,4,29,42,JUQ226,76672.37164
4769,High School,14,Analyst,Healthcare,Bangalore,Large,2,39,54,VXN878,69435.04919
4770,PhD,12,Software Engineer,Education,New York,,2,26,42,,91778.79079
4771,PhD,19,Software Engineer,IT,New York,Small,1,22,54,ZMD158,92379.8752
4772,PhD,12,Analyst,Healthcare,London,Large,4,40,33,IUX642,109287.941
4773,Masters,7,Manager,Finance,London,Small,1,23,41,AAW355,79360.34619
4774,Bachelors,2,Software Engineer,Education,London,Large,3,36,53,NWJ428,85260.74692
4775,PhD,19,Manager,Healthcare,Bangalore,Large,3,31,48,MWS135,115911.3596
4776,Masters,17,Data Scientist,,Bangalore,Small,3,23,35,LAR758,116702.9045
4777,Masters,14,Analyst,Healthcare,Bangalore,Small,4,57,30,RFH216,78507.29653
4778,High School,14,Data Scientist,Healthcare,New York,Large,3,,30,BRW400,80449.9494
4779,High School,9,,,Bangalore,Medium,4,43,39,YLH869,66592.06087
4780,Bachelors,5,Software Engineer,Finance,London,Large,2,32,40,WDC140,70285.2403
4781,,18,Software Engineer,Education,London,Medium,0,28,52,ATX743,89749.21166
4782,Masters,8,Software Engineer,Healthcare,London,Small,1,39,47,XMJ024,77345.48524
4783,Masters,3,Data Scientist,Healthcare,San Francisco,Medium,1,37,46,EVM239,84336.39192
4784,Masters,4,Manager,IT,London,Small,,47,40,LHD712,86422.78057
4785,PhD,6,Software Engineer,Healthcare,New York,Large,3,40,,DSS001,77657.26053
4786,PhD,6,Manager,Healthcare,San Francisco,Medium,1,53,52,NIC917,103515.2244
4787,PhD,9,Software Engineer,Education,San Francisco,Large,2,42,33,VSY292,100550.0296
4788,,3,Manager,Finance,San Francisco,Large,0,31,32,BMB539,86096.94717
4789,High School,16,Data Scientist,Healthcare,San Francisco,Small,0,41,41,XWY806,102117.1183
4790,High School,4,Manager,Finance,New York,Small,0,44,44,YYH315,71281.9766
4791,PhD,15,Manager,Finance,London,Small,4,58,39,NUU814,106422.3954
4792,Masters,14,Analyst,,New York,Large,1,33,42,ZBB587,79890.09168
4793,Masters,16,Software Engineer,Finance,Bangalore,Medium,3,59,55,GGD976,86959.77084
4794,High School,10,Software Engineer,Healthcare,New York,Large,0,32,34,HCC008,
4795,Masters,15,Software Engineer,Finance,San Francisco,Medium,3,31,59,SKX891,
4796,Bachelors,17,Analyst,Finance,San Francisco,Medium,2,41,41,JVN323,89136.77982
4797,Masters,6,Manager,Education,Bangalore,Small,4,38,55,ZQO687,100858.0966
4798,Masters,17,Manager,IT,San Francisco,Large,4,25,36,XQJ830,114516.1576
4799,Bachelors,15,Manager,Healthcare,Bangalore,Large,1,22,35,YJT473,78507.0637
4800,Masters,18,Manager,Finance,New York,Small,1,58,56,HMT215,94982.65311
4801,Bachelors,5,,Healthcare,New York,Large,4,37,36,DZS004,73261.72151
4802,PhD,6,Data Scientist,Healthcare,Bangalore,Medium,3,32,39,WLW264,90736.1666
4803,Bachelors,15,Data Scientist,IT,San Francisco,Large,0,49,38,HRX302,105910.0644
4804,Masters,13,Data Scientist,,New York,,4,50,44,,101876.333
4805,PhD,11,Data Scientist,Finance,New York,Large,3,54,42,LGI253,112948.6818
4806,Masters,3,Analyst,Healthcare,San Francisco,Medium,0,34,41,WYO421,77611.85026
4807,High School,0,Software Engineer,Finance,London,Medium,1,37,37,LZH643,61779.02536
4808,PhD,,Software Engineer,Education,Bangalore,Large,0,28,35,ZQL506,81715.97503
4809,PhD,9,Analyst,,New York,Small,0,38,46,NVI957,88112.17598
4810,PhD,13,Analyst,Healthcare,New York,Large,4,50,51,MVJ069,83849.7593
4811,PhD,16,,Education,New York,,2,26,35,,90967.4453
4812,Masters,7,Data Scientist,,San Francisco,Large,1,33,,NDT708,92537.22905
4813,Bachelors,0,Analyst,Education,London,Small,3,41,54,YAK779,54642.80226
4814,Masters,3,Software Engineer,Finance,San Francisco,Medium,1,56,50,ILP460,87641.69516
4815,High School,16,,Education,San Francisco,,4,35,35,,100381.52
4816,PhD,2,Manager,Education,London,Medium,4,32,38,WAZ537,85639.44998
4817,Bachelors,14,Software Engineer,Finance,Bangalore,Medium,0,49,50,LXU310,64040.22012
4818,High School,4,,Healthcare,Bangalore,Medium,3,39,,OFP651,54798.08011
4819,PhD,1,Manager,Education,Bangalore,Large,0,31,53,GBT023,73487.45087
4820,Masters,4,Software Engineer,IT,San Francisco,Large,4,38,53,GZE807,88407.81442
4821,PhD,0,,Healthcare,San Francisco,Small,3,50,54,IYV224,93268.73724
4822,High School,18,Analyst,Healthcare,Bangalore,Large,0,,,DZS652,70732.34305
4823,High School,,Software Engineer,Education,Bangalore,Small,1,57,39,RYZ972,59476.7211
4824,Bachelors,18,Software Engineer,Finance,New York,Small,1,31,41,EWB013,76845.02308
4825,High School,5,Analyst,Finance,Bangalore,Medium,4,36,34,TWQ733,69951.82191
4826,PhD,16,Manager,Education,Bangalore,Large,4,47,56,HRR263,100574.1627
4827,Masters,11,Data Scientist,Healthcare,Bangalore,Small,3,57,43,IUP690,84857.84024
4828,High School,12,Software Engineer,Education,London,,1,41,51,,90396.05402
4829,High School,8,Manager,Finance,New York,Large,2,36,49,PPG653,78734.39264
4830,High School,2,Software Engineer,IT,London,Large,4,23,48,YQS569,84064.5858
4831,High School,14,Software Engineer,Finance,San Francisco,Medium,4,44,59,NLX404,85221.63516
4832,PhD,1,Data Scientist,IT,San Francisco,Large,0,57,34,NTO657,90386.13466
4833,Masters,2,Data Scientist,Healthcare,Bangalore,Medium,0,42,41,TWN983,64140.21493
4834,Bachelors,17,Manager,Education,London,Large,1,30,47,CWZ112,103893.3601
4835,Masters,0,Analyst,IT,New York,Large,1,59,54,XLC683,59457.1457
4836,PhD,6,Software Engineer,Healthcare,New York,Small,1,31,46,AVY821,
4837,Bachelors,13,Software Engineer,Finance,London,Medium,2,50,39,TYX918,80295.44994
4838,High School,5,Manager,Healthcare,London,Small,3,25,44,PEQ681,
4839,Masters,11,Analyst,Education,Bangalore,Medium,3,53,,PQA333,98614.59141
4840,High School,11,Software Engineer,Education,New York,Medium,4,31,54,WMC558,71370.75897
4841,Masters,2,Software Engineer,Finance,Bangalore,Medium,0,36,56,FFL297,65224.10264
4842,PhD,15,Software Engineer,Healthcare,New York,Medium,0,58,42,GUL151,
4843,,5,Software Engineer,Healthcare,London,Small,4,56,36,MLP065,72001.62013
4844,Masters,7,Data Scientist,Finance,London,Large,2,40,32,POF844,94665.94102
4845,PhD,4,Analyst,Education,New York,Medium,3,44,57,RJN190,72366.7957
4846,Bachelors,15,Analyst,,New York,Small,2,54,40,GJN760,68145.07875
4847,High School,0,,Finance,Bangalore,Small,2,37,37,SZJ330,71173.45378
4848,High School,,Data Scientist,IT,London,Medium,4,57,50,PRB588,107936.0712
4849,PhD,11,,Education,London,Large,4,33,30,KBY681,101187.3206
4850,High School,1,Software Engineer,Finance,London,Large,4,27,31,SWS300,
4851,High School,3,Analyst,IT,Bangalore,Medium,0,54,57,AMN851,52246.08419
4852,PhD,4,Analyst,IT,San Francisco,Small,4,,38,MXM547,87684.42515
4853,,6,Manager,Healthcare,Bangalore,Medium,1,32,58,HBD776,73949.36086
4854,,13,Data Scientist,Education,San Francisco,Large,2,27,57,UBZ674,117602.9256
4855,,3,Manager,Education,London,Medium,2,32,39,RSP858,91342.31096
4856,Bachelors,0,,Healthcare,Bangalore,Small,3,48,36,NWR137,49266.97148
4857,Masters,12,Manager,Education,San Francisco,Small,4,33,,UXP590,
4858,High School,4,Data Scientist,IT,New York,Medium,0,38,50,XLV952,65614.40268
4859,High School,0,Software Engineer,IT,San Francisco,Large,4,50,58,OVL250,68747.57424
